iter	Logloss
462	0.3132356529
463	0.3132258952
464	0.3132126576
465	0.3131912714
466	0.313179093
467	0.3131639943
468	0.3131296549
469	0.3131156829
470	0.3130976632
471	0.313089663
472	0.3130558655
473	0.3130429009
474	0.3130303232
475	0.3130130418
476	0.3129974556
477	0.3129739443
478	0.3129647772
479	0.3129537238
480	0.3129352961
481	0.3129270069
482	0.3129161111
483	0.3129008398
484	0.3128911719
485	0.3128797846
486	0.3128678532
487	0.3128631125
488	0.3128413508
489	0.3128251162
490	0.3128125823
491	0.3127959494
492	0.3127773484
493	0.3127627352
494	0.3127427399
495	0.3127304411
496	0.3127094125
497	0.3126922495
498	0.3126715936
499	0.3126604499
500	0.3126502984
501	0.3126382958
502	0.3126247538
503	0.3126091537
504	0.3126022109
505	0.3125814552
506	0.3125662726
507	0.3125470058
508	0.3125248075
509	0.3124973939
510	0.3124804867
511	0.3124660036
512	0.3124497134
513	0.3124454645
514	0.3124304008
515	0.3124063769
516	0.3123882671
517	0.3123741941
518	0.312362597
519	0.3123468937
520	0.3123287736
521	0.3123080889
522	0.3122895852
523	0.3122825737
524	0.3122681211
525	0.3122568429
526	0.3122433771
527	0.3122188035
528	0.312201579
529	0.3121954435
530	0.3121660865
531	0.3121540729
532	0.3121387208
533	0.3121294772
534	0.3121151857
535	0.3121043275
536	0.3120909366
537	0.3120804919
538	0.3120567994
539	0.3120457784
540	0.3120272496
541	0.3120095991
542	0.3119818562
543	0.3119640471
544	0.3119504919
545	0.3119334995
546	0.3119178196
547	0.3118907591
548	0.3118773332
549	0.3118637277
550	0.3118277899
551	0.3118145065
552	0.3118045499
553	0.3117821956
554	0.3117659236
555	0.3117514183
556	0.3117291275
557	0.3117126751
558	0.3116845009
559	0.3116784404
560	0.3116590213
561	0.3116432279
562	0.3116220122
563	0.3115874818
564	0.3115771536
565	0.3115611259
566	0.3115431955
567	0.3115317504
568	0.3115149105
569	0.311501678
570	0.3114863938
571	0.311469679
572	0.3114524374
573	0.311431185
574	0.3114076873
575	0.3113938647
576	0.3113821707
577	0.3113675192
578	0.3113529528
579	0.3113202578
580	0.3113051568
581	0.3112903148
582	0.3112768253
583	0.3112618022
584	0.3112465294
585	0.3112240166
586	0.3112085209
587	0.3111902253
588	0.3111795773
589	0.3111697032
590	0.3111558337
591	0.3111464557
592	0.3111324076
593	0.3111206032
594	0.3111072447
595	0.3110896371
596	0.3110722087
597	0.3110559922
598	0.3110376108
599	0.3110068332
600	0.3109734748
601	0.310959703
602	0.3109407789
603	0.3109251002
604	0.3109097844
605	0.310893641
606	0.3108514536
607	0.3108398767
608	0.3108260416
609	0.3108077021
610	0.3108023736
611	0.3108005189
612	0.310783287
613	0.3107642648
614	0.3107485696
615	0.3107406633
616	0.3107308362
617	0.3107116215
618	0.3106980247
619	0.3106851268
620	0.3106708562
621	0.3106602295
622	0.3106462265
623	0.3106284114
624	0.3106153121
625	0.3105995411
626	0.3105866725
627	0.3105727506
628	0.310556342
629	0.3105407109
630	0.3105267995
631	0.3105130695
632	0.3104985541
633	0.3104876697
634	0.3104658611
635	0.3104480899
636	0.3104325075
637	0.310419045
638	0.3103997033
639	0.3103862739
640	0.3103634839
641	0.3103463647
642	0.3103317463
643	0.3103147451
644	0.3102957821
645	0.3102824691
646	0.3102619564
647	0.3102397053
648	0.310223598
649	0.3102097366
650	0.3101943261
651	0.3101800953
652	0.3101688902
653	0.3101596368
654	0.310142848
655	0.3101317284
656	0.3101197351
657	0.3101044629
658	0.3100887877
659	0.3100735293
660	0.3100629026
661	0.310051874
662	0.3100403953
663	0.3100306085
664	0.3100139759
665	0.3099993662
666	0.3099882436
667	0.3099796416
668	0.3099637553
669	0.3099487843
670	0.3099342623
671	0.3099236151
672	0.3099059333
673	0.309896259
674	0.3098813196
675	0.3098666506
676	0.3098457763
677	0.3098297131
678	0.3098141556
679	0.3097996866
680	0.3097864306
681	0.3097726098
682	0.3097548605
683	0.3097349479
684	0.3097184569
685	0.3097001599
686	0.3096891091
687	0.3096796253
688	0.3096655474
689	0.3096506539
690	0.3096412796
691	0.3096277723
692	0.3096078484
693	0.3095936585
694	0.3095748436
695	0.3095614344
696	0.3095452906
697	0.3095293973
698	0.3095149357
699	0.3095009275
700	0.3094872569
701	0.3094694696
702	0.3094546608
703	0.3094389393
704	0.3094177567
705	0.309405169
706	0.3093897839
707	0.309375116
708	0.3093613981
709	0.3093488309
710	0.3093364024
711	0.3093213116
712	0.3092911246
713	0.3092820553
714	0.3092602919
715	0.3092451537
716	0.3092295511
717	0.3092197941
718	0.3092072004
719	0.3091949273
720	0.3091861146
721	0.3091665376
722	0.3091529517
723	0.3091437633
724	0.3091242384
725	0.3091110058
726	0.3090960654
727	0.3090849264
728	0.3090741838
729	0.3090627111
730	0.3090470402
731	0.3090332064
732	0.3090205436
733	0.3090089396
734	0.3089949094
735	0.308980568
736	0.3089781508
737	0.3089655082
738	0.308947317
739	0.3089294904
740	0.3089171282
741	0.3089015092
742	0.3088906556
743	0.3088784562
744	0.3088668318
745	0.3088506822
746	0.3088364761
747	0.3088144668
748	0.308808397
749	0.3087975959
750	0.3087818805
751	0.3087753928
752	0.3087679839
753	0.3087494495
754	0.3087407184
755	0.3087238687
756	0.3087167996
757	0.3087039801
758	0.3086896404
759	0.308676223
760	0.3086447915
761	0.3086287638
762	0.3086141837
763	0.3086053158
764	0.3085924498
765	0.3085844013
766	0.3085690043
767	0.3085586347
768	0.3085517921
769	0.308534607
770	0.3085217162
771	0.3085048257
772	0.3084897673
773	0.3084701716
774	0.3084572222
775	0.308444933
776	0.3084393998
777	0.3084075598
778	0.3083910241
779	0.3083752136
780	0.3083636881
781	0.3083513996
782	0.3083362991
783	0.3083262046
784	0.3083076898
785	0.3082925185
786	0.3082807694
787	0.3082681282
788	0.3082455442
789	0.308229614
790	0.3082182392
791	0.3082047049
792	0.3081895015
793	0.3081802684
794	0.3081626263
795	0.3081509745
796	0.3081372478
797	0.3081264764
798	0.3081125946
799	0.3081036651
800	0.3080953564
801	0.3080811876
802	0.3080651804
803	0.308056528
804	0.3080402325
805	0.3080258251
806	0.3080123815
807	0.3080015225
808	0.307987857
809	0.3079866806
810	0.3079737263
811	0.3079637118
812	0.3079537726
813	0.3079458641
814	0.3079294522
815	0.3079155344
816	0.3079104809
817	0.307899863
818	0.3078882606
819	0.3078709481
820	0.3078583272
821	0.3078432719
822	0.3078154171
823	0.3078024768
824	0.3077906148
825	0.3077620256
826	0.3077455067
827	0.3077340958
828	0.307722885
829	0.3077067814
830	0.3076911737
831	0.3076801471
832	0.3076706856
833	0.3076625594
834	0.3076538415
835	0.3076369693
836	0.3076167344
837	0.3076110385
838	0.3075992726
839	0.3075886606
840	0.3075731292
841	0.3075599594
842	0.3075420135
843	0.3075275752
844	0.3075200132
845	0.3075121806
846	0.3075001242
847	0.307488954
848	0.3074753845
849	0.3074527088
850	0.3074442172
851	0.3074361686
852	0.3074360278
853	0.3074221748
854	0.3074095047
855	0.3073986413
856	0.3073809938
857	0.3073676302
858	0.3073535263
859	0.3073384001
860	0.3073212042
861	0.3073115516
862	0.3073021852
863	0.3072919356
864	0.3072777876
865	0.3072697643
866	0.3072618955
867	0.3072543787
868	0.3072429445
869	0.3072187332
870	0.307206286
871	0.307193177
872	0.3071856951
873	0.3071774541
874	0.3071665554
875	0.3071454695
876	0.3071332186
877	0.3071188762
878	0.3071031618
879	0.3070908276
880	0.3070779086
881	0.3070638205
882	0.3070481008
883	0.3070479731
884	0.3070329134
885	0.3070211848
886	0.3070063485
887	0.306994682
888	0.306982201
889	0.3069742552
890	0.3069604454
891	0.3069487517
892	0.3069357159
893	0.3069212715
894	0.3069090431
895	0.3068972355
896	0.3068857016
897	0.3068729641
898	0.3068594321
899	0.3068478848
900	0.306831218
901	0.3068238093
902	0.3068132293
903	0.3067997985
904	0.3067843406
905	0.3067696942
906	0.3067581802
907	0.3067452672
908	0.3067378285
909	0.3067234282
910	0.3067154095
911	0.306710321
912	0.3066990982
913	0.3066828764
914	0.3066688649
915	0.3066658321
916	0.3066476882
917	0.3066314921
918	0.3066095239
919	0.3065996684
920	0.3065831983
921	0.3065671404
922	0.3065597712
923	0.3065480396
924	0.3065402182
925	0.3065271156
926	0.3065139916
927	0.3064985414
928	0.3064905196
929	0.3064786369
930	0.306466552
931	0.3064518698
932	0.3064406535
933	0.3064307474
934	0.306416897
935	0.3064091615
936	0.3064017869
937	0.3063895304
938	0.3063765499
939	0.3063647143
940	0.3063465191
941	0.3063358971
942	0.3063276932
943	0.3063194957
944	0.3063051091
945	0.3062917955
946	0.3062795286
947	0.3062630499
948	0.3062518795
949	0.3062279594
950	0.3062184142
951	0.3061985561
952	0.3061899087
953	0.3061792378
954	0.3061695198
955	0.3061572508
956	0.3061427179
957	0.3061301973
958	0.306110608
959	0.3060980355
960	0.3060908761
961	0.3060796208
962	0.3060795013
963	0.3060631883
964	0.3060475511
965	0.3060330185
966	0.3060217905
967	0.3060070091
968	0.3059914447
969	0.3059813106
970	0.3059691708
971	0.3059571281
972	0.3059458911
973	0.3059318175
974	0.3059186857
975	0.3059079164
976	0.3058951782
977	0.3058816205
978	0.3058591033
979	0.305841403
980	0.3058216793
981	0.305809871
982	0.3057991875
983	0.305781391
984	0.3057680072
985	0.3057566875
986	0.3057425538
987	0.3057266126
988	0.3057115921
989	0.305700877
990	0.3056887981
991	0.3056707841
992	0.3056529801
993	0.3056414426
994	0.3056311838
995	0.3056199273
996	0.3056078257
997	0.3055991723
998	0.3055848739
999	0.305573353
